티커,구성종목명,계약수,금액,시가총액,비중
005930,삼성전자,123.0,33210000,30688500,0.0
000660,SK하이닉스,16.0,30704000,28144000,0.0
009150,삼성전기,19.0,27512000,25194000,0.0
095610,테스,101.0,15564100,13746100,0.0
277810,레인보우로보틱스,28.0,14224000,11718000,0.0
108490,로보티즈,59.0,12773500,11292600,0.0
356860,티엘비,88.0,2921600,2543200,0.0
079031,ADVANCED MICRO DEVICES,161.16,0,0,0.0
122400,ADVANTEST CORP,88.89,0,0,0.0
1609W1,ALIBABA GROUP HOLDING-SP ADR,273.0,0,0,0.0
2079K3,ALPHABET INC-CL A,90.0,0,0,0.0
382221,APPLIED MATERIALS INC,28.21,0,0,0.0
420682,ARM Holdings PLC,73.34,0,0,0.0
070592,ASML HOLDING,11.74,0,0,0.0
3823U1,Applied Optoelectronics Inc,208.45,0,0,0.0
4626A1,Astera Labs Inc,22.14,0,0,0.0
937121,BLOOM ENERGY CORPORATION,116.85,0,0,0.0
9247G1,COHERENT CORP,23.21,0,0,0.0
9260Q1,COINBASE GLOBAL INC -CLASS A,23.42,0,0,0.0
2788C1,CROWDSTRIKE HOLDINGS INC - A,71.69,0,0,0.0
1873S1,Coreweave Inc,65.46,0,0,0.0
3804L1,DATADOG INC - CLASS A,203.0,0,0,0.0
4703L2,Dell Technologies Inc,23.6,0,0,0.0
6828A1,GE Vernova LLC,39.8,0,0,0.0
581401,INTEL Corp,528.3,0,0,0.0
5841N1,Interactive Brokers Group Inc,230.0,0,0,0.0
236330,Kioxia Holdings Corp,96.2,0,0,0.0
128073,LAM RESEARCH,90.63,0,0,0.0
5024U1,Lumentum Holdings Inc,35.57,0,0,0.0
738741,MARVELL TECHNOLOGY INC,35.37,0,0,0.0
951121,MICRON TECH,18.16,0,0,0.0
0937P1,MONGODB INC,135.94,0,0,0.0
4110D1,NETAPP INC,159.77,0,0,0.0
974351,PALO ALTO NETWORKS INC,37.1,0,0,0.0
707001,Robinhood Markets Inc,340.0,0,0,0.0
0BKVD2,SEAGATE TECHNOLOGY,42.39,0,0,0.0
8392B2,SK hynix Inc,57.67,0,0,0.0
0004C2,Sandisk Corp/DE,14.75,0,0,0.0
334451,Snowflake Inc   - CL A,304.78,0,0,0.0
740391,TAIWAN SEMICONDUCTOR-SP ADR,8.46,0,0,0.0
807701,TERADYNE INC,21.81,0,0,0.0
8160R1,TESLA MOTORS,38.83,0,0,0.0
581021,WESTERN DIGITAL,63.49,0,0,0.0
009805,YANDEX NV-A,26.93,0,0,0.0
010010,원화현금,0.0,0,16303276,0.0
H00000,설정현금액,0.0,0,1538372302,0.0
